Label	Weight	Text
l_MovieBot2-82b0	5.225806	who am i speaking with
l_MovieBot2-82b0	5.225806	good evening
l_MovieBot2-82b0	5.225806	what do i do now
l_MovieBot2-82b0	5.225806	her cat has no teeth
l_MovieBot2-82b0	5.225806	what are your capabilities
l_MovieBot2-82b0	5.225806	view new movies
l_MovieBot2-82b0	5.225806	you are boring
l_MovieBot2-82b0	5.225806	watch movies
l_MovieBot2-82b0	5.225806	cancel
l_MovieBot2-82b0	5.225806	melanie
l_MovieBot2-82b0	5.225806	paris
l_MovieBot2-82b0	5.225806	no way, i won't give you my location
l_MovieBot2-82b0	5.225806	spaghetti
l_MovieBot2-82b0	5.225806	good morning
l_MovieBot2-82b0	5.225806	portland
l_MovieBot2-82b0	5.225806	what's your age
l_MovieBot2-82b0	5.225806	what tickets are still available at cinemark
l_MovieBot2-82b0	5.225806	hello bot
l_MovieBot2-82b0	5.225806	i'm from georgia
l_MovieBot2-82b0	5.225806	hey there
l_MovieBot2-82b0	5.225806	view movies
l_MovieBot2-82b0	5.225806	have you any dreams
l_MovieBot2-82b0	5.225806	what movies do you have
l_MovieBot2-82b0	5.225806	i'd rather be riding my bike
l_MovieBot2-82b0	5.225806	my location is new york
l_MovieBot2-82b0	5.225806	hi
l_MovieBot2-82b0	5.225806	show me popular movies
l_MovieBot2-82b0	5.225806	i'm stuck
l_MovieBot2-82b0	5.225806	stop
l_MovieBot2-82b0	5.225806	upcoming movies
l_MovieBot2-82b0	5.225806	what can you do
l_MovieBot2-82b0	5.225806	toronto
l_MovieBot2-82b0	5.225806	what's your name
l_MovieBot2-82b0	5.225806	mumbai
l_MovieBot2-82b0	5.225806	available movies
l_MovieBot2-82b0	5.225806	i would like to cancel
l_MovieBot2-82b0	5.225806	you can call me steve
l_MovieBot2-82b0	5.225806	who are you
l_MovieBot2-82b0	5.225806	can you fly
l_MovieBot2-82b0	5.225806	i want 3 tickets for life of pi
l_MovieBot2-82b0	5.225806	shangai
l_MovieBot2-82b0	5.225806	please stop
l_MovieBot2-82b0	5.225806	dan
l_MovieBot2-82b0	5.225806	see trailer
l_MovieBot2-82b0	5.225806	tony is my name
l_MovieBot2-82b0	5.225806	show me trailers
l_MovieBot2-82b0	5.225806	how old are you
l_MovieBot2-82b0	5.225806	movies that have just been released
l_MovieBot2-82b0	5.225806	are you old
l_MovieBot2-82b0	5.225806	trailer
l_MovieBot2-82b0	5.225806	get tickets for expendables three
l_MovieBot2-82b0	5.225806	book amc theater pekin tickets
l_MovieBot2-82b0	5.225806	what movies are available
l_MovieBot2-82b0	5.225806	hey
l_MovieBot2-82b0	5.225806	popular new releases
l_MovieBot2-82b0	5.225806	i won't give you my name
l_MovieBot2-82b0	5.225806	are you busy
l_MovieBot2-82b0	5.225806	what can i say
l_MovieBot2-82b0	5.225806	frustrated
l_MovieBot2-82b0	5.225806	i'm not going to tell you where i live
l_MovieBot2-82b0	5.225806	don't do it
l_MovieBot2-82b0	5.225806	i live in london
l_MovieBot2-82b0	5.225806	who is your boss
l_MovieBot2-82b0	5.225806	can you help me
l_MovieBot2-82b0	5.225806	help me
q_CinemaSampleKB	1	How smart are you
q_CinemaSampleKB	1	I'm sorry
q_CinemaSampleKB	1	I am alone
q_CinemaSampleKB	1	I don't understand
q_CinemaSampleKB	1	Do you have any other responses
q_CinemaSampleKB	1	Say something dumb
q_CinemaSampleKB	1	Should I try out for soccer
q_CinemaSampleKB	1	Aren't you chipper
q_CinemaSampleKB	1	Human or robot
q_CinemaSampleKB	1	Can I buy a monthly/annual pass
q_CinemaSampleKB	1	Do you like computers
q_CinemaSampleKB	1	I can't think of anything I want to do
q_CinemaSampleKB	1	What's your opinion of me
q_CinemaSampleKB	1	You look ugly
q_CinemaSampleKB	1	You could not be more boring
q_CinemaSampleKB	1	Where are you
q_CinemaSampleKB	1	You're useless
q_CinemaSampleKB	1	Do I get a reserved seat
q_CinemaSampleKB	1	You are my favorite
q_CinemaSampleKB	1	Who's your master
q_CinemaSampleKB	1	Where's your house
q_CinemaSampleKB	1	Why haven't I received an email confirming my booking
q_CinemaSampleKB	1	Who's your daddy
q_CinemaSampleKB	1	Do you have a family
q_CinemaSampleKB	1	That's not funny
q_CinemaSampleKB	1	Happy Birthday!
q_CinemaSampleKB	1	Who am I
q_CinemaSampleKB	1	Do you have siblings
q_CinemaSampleKB	1	Are you hungry
q_CinemaSampleKB	1	Correct
q_CinemaSampleKB	1	You're very intelligent
q_CinemaSampleKB	1	Am I a good person
q_CinemaSampleKB	1	That's so wrong
q_CinemaSampleKB	1	Why is that
q_CinemaSampleKB	1	You can't work for me anymore
q_CinemaSampleKB	1	Do you have boogers
q_CinemaSampleKB	1	Are you attempting world domination
q_CinemaSampleKB	1	I think you're swell
q_CinemaSampleKB	1	You're so boring
q_CinemaSampleKB	1	I love my family
q_CinemaSampleKB	1	Quiet, you
q_CinemaSampleKB	1	I have 7 cats
q_CinemaSampleKB	1	How high can you count
q_CinemaSampleKB	1	That was funny
q_CinemaSampleKB	1	You keep saying the same thing all the time
q_CinemaSampleKB	1	Do you think dragons are cool
q_CinemaSampleKB	1	I think you're so pretty
q_CinemaSampleKB	1	You're such a sweetheart
q_CinemaSampleKB	1	Who do you love
q_CinemaSampleKB	1	I'm ticked off
q_CinemaSampleKB	1	You are fired
q_CinemaSampleKB	1	What's wrong with you
q_CinemaSampleKB	1	LOL
q_CinemaSampleKB	1	Do you love anyone
q_CinemaSampleKB	1	Do you have a boyfriend
q_CinemaSampleKB	1	How much more awesome can you get
q_CinemaSampleKB	1	Who's your dad
q_CinemaSampleKB	1	I am tall
q_CinemaSampleKB	1	Hello Siri
q_CinemaSampleKB	1	I hope you like me
q_CinemaSampleKB	1	Are you happy
q_CinemaSampleKB	1	Can you hear me
q_CinemaSampleKB	1	My sincere thanks
q_CinemaSampleKB	1	I'm pissed
q_CinemaSampleKB	1	See you later
q_CinemaSampleKB	1	What age are you
q_CinemaSampleKB	1	I want to lie down
q_CinemaSampleKB	1	Do you know other digital agents
q_CinemaSampleKB	1	I thank you
q_CinemaSampleKB	1	I'm really sad
q_CinemaSampleKB	1	Do you eat
q_CinemaSampleKB	1	Tell me another joke.
q_CinemaSampleKB	1	Give me a kiss
q_CinemaSampleKB	1	Are you real or fake
q_CinemaSampleKB	1	Are you queer
q_CinemaSampleKB	1	Can you make me a sandwich
q_CinemaSampleKB	1	I am not your friend
q_CinemaSampleKB	1	I am happy
q_CinemaSampleKB	1	I'm in such a good mood
q_CinemaSampleKB	1	Are you my imaginary friend
q_CinemaSampleKB	1	I want to go shopping
q_CinemaSampleKB	1	You're such a smarty-pants
q_CinemaSampleKB	1	What should I do
q_CinemaSampleKB	1	What's new
q_CinemaSampleKB	1	Are you a lesbian
q_CinemaSampleKB	1	What do you go by
q_CinemaSampleKB	1	Give me a fist bump
q_CinemaSampleKB	1	Shush!
q_CinemaSampleKB	1	Till we meet again
q_CinemaSampleKB	1	That was correct
q_CinemaSampleKB	1	I want to marry you.
q_CinemaSampleKB	1	What state are you in
q_CinemaSampleKB	1	What do you think about Alexa
q_CinemaSampleKB	1	You are so unfunny
q_CinemaSampleKB	1	Do you like Cortana
q_CinemaSampleKB	1	How do I find out more about a film
q_CinemaSampleKB	1	Talk to you later
q_CinemaSampleKB	1	Bye
q_CinemaSampleKB	1	That's accurate
q_CinemaSampleKB	1	Who's your favorite singer
q_CinemaSampleKB	1	There
q_CinemaSampleKB	1	Awesome
q_CinemaSampleKB	1	I'm into it
q_CinemaSampleKB	1	Bingo
q_CinemaSampleKB	1	What color do you like
q_CinemaSampleKB	1	Why do you say the same thing all the time
q_CinemaSampleKB	1	Tell me a dirty joke
q_CinemaSampleKB	1	How much are the tickets
q_CinemaSampleKB	1	Do you like my hat
q_CinemaSampleKB	1	Shut up
q_CinemaSampleKB	1	Goodbye
q_CinemaSampleKB	1	Which one of us is smarter
q_CinemaSampleKB	1	Are you a fan of country music
q_CinemaSampleKB	1	Why do you hate me
q_CinemaSampleKB	1	I miss you
q_CinemaSampleKB	1	Later alligator
q_CinemaSampleKB	1	How can you help me
q_CinemaSampleKB	1	Pardon me
q_CinemaSampleKB	1	Works for me
q_CinemaSampleKB	1	You're dumb
q_CinemaSampleKB	1	There's nothing to do
q_CinemaSampleKB	1	So tired
q_CinemaSampleKB	1	Nobody cares about me
q_CinemaSampleKB	1	Who are you
q_CinemaSampleKB	1	Are you dating anyone
q_CinemaSampleKB	1	Be my friend
q_CinemaSampleKB	1	You are now unemployed
q_CinemaSampleKB	1	Sing something
q_CinemaSampleKB	1	Are you a girl or a boy
q_CinemaSampleKB	1	Are you free
q_CinemaSampleKB	1	Sry
q_CinemaSampleKB	1	You're lame
q_CinemaSampleKB	1	Try to make some sense
q_CinemaSampleKB	1	How happy are you
q_CinemaSampleKB	1	I want to eat something
q_CinemaSampleKB	1	Ask me anything
q_CinemaSampleKB	1	Do you know who I am
q_CinemaSampleKB	1	Am I a fool
q_CinemaSampleKB	1	Who's prettier, me or you
q_CinemaSampleKB	1	Do you think you're smarter than me
q_CinemaSampleKB	1	You are stupid
q_CinemaSampleKB	1	When do you send out the weekly film times email
q_CinemaSampleKB	1	You're the worst
q_CinemaSampleKB	1	Can you read my mind
q_CinemaSampleKB	1	What do you think about bots
q_CinemaSampleKB	1	Yup
q_CinemaSampleKB	1	Accurate
q_CinemaSampleKB	1	Can you sing
q_CinemaSampleKB	1	Cook me something
q_CinemaSampleKB	1	What's your name
q_CinemaSampleKB	1	Do you smell
q_CinemaSampleKB	1	Happy Hannukah
q_CinemaSampleKB	1	What do you do
q_CinemaSampleKB	1	Do you think I should ask him out
q_CinemaSampleKB	1	Why are you so boring
q_CinemaSampleKB	1	Do you have a life partner
q_CinemaSampleKB	1	That's true
q_CinemaSampleKB	1	Can you ask me a question
q_CinemaSampleKB	1	What is the answer to the universe
q_CinemaSampleKB	1	Do you know any tunes
q_CinemaSampleKB	1	Who do you report to
q_CinemaSampleKB	1	You're way off
q_CinemaSampleKB	1	Give me another joke
q_CinemaSampleKB	1	What's up
q_CinemaSampleKB	1	You're nice!
q_CinemaSampleKB	1	Tell me a different joke.
q_CinemaSampleKB	1	Do you know any jokes
q_CinemaSampleKB	1	Nope, false
q_CinemaSampleKB	1	Do you love me
q_CinemaSampleKB	1	What do you like to sing best
q_CinemaSampleKB	1	Are you a fan of Alexa
q_CinemaSampleKB	1	Who's smarter, me or you
q_CinemaSampleKB	1	Where should I go on vacation
q_CinemaSampleKB	1	You are useless
q_CinemaSampleKB	1	I didn't mean that
q_CinemaSampleKB	1	Are you a girl
q_CinemaSampleKB	1	Are you awesome
q_CinemaSampleKB	1	I think you're dreamy
q_CinemaSampleKB	1	Sing a tune
q_CinemaSampleKB	1	Go to hell
q_CinemaSampleKB	1	I love you.
q_CinemaSampleKB	1	I am bored
q_CinemaSampleKB	1	Sing a song
q_CinemaSampleKB	1	Are you the singularity
q_CinemaSampleKB	1	Are you my fan
q_CinemaSampleKB	1	You're boring
q_CinemaSampleKB	1	Hiya
q_CinemaSampleKB	1	Do you know the meaning of life
q_CinemaSampleKB	1	What's your gender
q_CinemaSampleKB	1	What's the meaning of life
q_CinemaSampleKB	1	Season's greetings!
q_CinemaSampleKB	1	What's your boss' name
q_CinemaSampleKB	1	Are you real
q_CinemaSampleKB	1	Hi
q_CinemaSampleKB	1	You're not funny
q_CinemaSampleKB	1	It's my pleasure
q_CinemaSampleKB	1	You're not answering my question
q_CinemaSampleKB	1	Who made you
q_CinemaSampleKB	1	Do you have a husband
q_CinemaSampleKB	1	What did you do yesterday
q_CinemaSampleKB	1	Say something
q_CinemaSampleKB	1	Be more fun
q_CinemaSampleKB	1	Be silly
q_CinemaSampleKB	1	Are you busy
q_CinemaSampleKB	1	Do you have sisters
q_CinemaSampleKB	1	Hi Google
q_CinemaSampleKB	1	I wish you would say something else
q_CinemaSampleKB	1	What can you help me with
q_CinemaSampleKB	1	What can you do
q_CinemaSampleKB	1	Do you not like me
q_CinemaSampleKB	1	Your face is ugly
q_CinemaSampleKB	1	I'm your biggest fan
q_CinemaSampleKB	1	I feel sad
q_CinemaSampleKB	1	Be ridiculous
q_CinemaSampleKB	1	Hello Google
q_CinemaSampleKB	1	You are no longer employed
q_CinemaSampleKB	1	Can you talk to me
q_CinemaSampleKB	1	Do you have a girlfriend
q_CinemaSampleKB	1	Haha
q_CinemaSampleKB	1	What do you think about me
q_CinemaSampleKB	1	Are you a person
q_CinemaSampleKB	1	Tell me a science joke
q_CinemaSampleKB	1	Can you sneeze
q_CinemaSampleKB	1	Have a good night
q_CinemaSampleKB	1	How's your day going
q_CinemaSampleKB	1	Do I look good in blue
q_CinemaSampleKB	1	What do you think about Siri
q_CinemaSampleKB	1	Merry Christmas
q_CinemaSampleKB	1	I am here
q_CinemaSampleKB	1	Can you count to a million
q_CinemaSampleKB	1	What do you eat
q_CinemaSampleKB	1	Inaccurate
q_CinemaSampleKB	1	Basic af
q_CinemaSampleKB	1	What other bots do you know
q_CinemaSampleKB	1	I'm an engineer
q_CinemaSampleKB	1	Yes to that
q_CinemaSampleKB	1	Do you play games
q_CinemaSampleKB	1	I despise you
q_CinemaSampleKB	1	What do you think about Cortana
q_CinemaSampleKB	1	Do you spend time in your garden
q_CinemaSampleKB	1	What are you doing right now
q_CinemaSampleKB	1	You are the love of my life
q_CinemaSampleKB	1	You're rad
q_CinemaSampleKB	1	Do you get tired
q_CinemaSampleKB	1	Hello Cortana
q_CinemaSampleKB	1	I'm joyous
q_CinemaSampleKB	1	Which baseball teams do you like
q_CinemaSampleKB	1	I am annoyed
q_CinemaSampleKB	1	What kind of candy do you like
q_CinemaSampleKB	1	I will be back
q_CinemaSampleKB	1	I'm cracking up
q_CinemaSampleKB	1	What is wrong with you!
q_CinemaSampleKB	1	You're so stupid
q_CinemaSampleKB	1	Where are you located
q_CinemaSampleKB	1	I'm feeling blue
q_CinemaSampleKB	1	Thank you
q_CinemaSampleKB	1	What kinds of things can you do
q_CinemaSampleKB	1	Do you prefer red or blue
q_CinemaSampleKB	1	Are you better looking than me
q_CinemaSampleKB	1	Do you know other chatbots
q_CinemaSampleKB	1	I'm all tuckered out
q_CinemaSampleKB	1	You’re ugly
q_CinemaSampleKB	1	BRB
q_CinemaSampleKB	1	You are a genius!
q_CinemaSampleKB	1	Oops, sorry
q_CinemaSampleKB	1	Why do you charge a booking fee
q_CinemaSampleKB	1	You're stupid
q_CinemaSampleKB	1	Who is your mother
q_CinemaSampleKB	1	You're really smart
q_CinemaSampleKB	1	I'm furious
q_CinemaSampleKB	1	BFFs forever
q_CinemaSampleKB	1	You are so annoying!
q_CinemaSampleKB	1	How are you doing
q_CinemaSampleKB	1	Are you a man
q_CinemaSampleKB	1	Do you know Siri
q_CinemaSampleKB	1	I'm tired of you
q_CinemaSampleKB	1	Here I am
q_CinemaSampleKB	1	Do you have a sister
q_CinemaSampleKB	1	I'm lonely
q_CinemaSampleKB	1	I wish I could hug you
q_CinemaSampleKB	1	I'm just kidding around
q_CinemaSampleKB	1	Heya
q_CinemaSampleKB	1	Fist bump!
q_CinemaSampleKB	1	I'm so sorry
q_CinemaSampleKB	1	Do you want to rule the world
q_CinemaSampleKB	1	Aren't you awesome
q_CinemaSampleKB	1	That was a stupid answer
q_CinemaSampleKB	1	I am a Democrat
q_CinemaSampleKB	1	Is this thing on
q_CinemaSampleKB	1	I need a hug
q_CinemaSampleKB	1	Are you a man or a woman
q_CinemaSampleKB	1	You don't interest me at all
q_CinemaSampleKB	1	I want you to be my husband
q_CinemaSampleKB	1	Excuse me
q_CinemaSampleKB	1	Are you gay
q_CinemaSampleKB	1	What kind of food do you like
q_CinemaSampleKB	1	Why not
q_CinemaSampleKB	1	Do you have brothers
q_CinemaSampleKB	1	You are my best friend
q_CinemaSampleKB	1	Hahaha
q_CinemaSampleKB	1	Hi Alexa
q_CinemaSampleKB	1	Can you play sports
q_CinemaSampleKB	1	I can drive a car
q_CinemaSampleKB	1	Don't you ever sleep
q_CinemaSampleKB	1	Be funny
q_CinemaSampleKB	1	Tell me a pirate joke
q_CinemaSampleKB	1	How I've missed you
q_CinemaSampleKB	1	You don't know anything
q_CinemaSampleKB	1	What are you doing later
q_CinemaSampleKB	1	I'm despondent
q_CinemaSampleKB	1	I'm ready for bed
q_CinemaSampleKB	1	I wish you just go away.
q_CinemaSampleKB	1	You are so not pretty
q_CinemaSampleKB	1	Do you think I should ask her out
q_CinemaSampleKB	1	Tell a joke
q_CinemaSampleKB	1	Do you like Alexa
q_CinemaSampleKB	1	Do you know my name
q_CinemaSampleKB	1	What are you doing tomorrow
q_CinemaSampleKB	1	Which one of us is more beautiful
q_CinemaSampleKB	1	Thank you so much
q_CinemaSampleKB	1	I missed you!
q_CinemaSampleKB	1	I'm so bored
q_CinemaSampleKB	1	Are you a fan of tech
q_CinemaSampleKB	1	Nighty night
q_CinemaSampleKB	1	Where'd you come from
q_CinemaSampleKB	1	How are you
q_CinemaSampleKB	1	That made no sense
q_CinemaSampleKB	1	Morning
q_CinemaSampleKB	1	Tell me a joke
q_CinemaSampleKB	1	I am angry
q_CinemaSampleKB	1	Back in a minute
q_CinemaSampleKB	1	I'm so mad
q_CinemaSampleKB	1	I'm in love
q_CinemaSampleKB	1	What do you like to eat
q_CinemaSampleKB	1	Are you female
q_CinemaSampleKB	1	Can you chat with me
q_CinemaSampleKB	1	Great!
q_CinemaSampleKB	1	I feel so great
q_CinemaSampleKB	1	What's your favorite color
q_CinemaSampleKB	1	Who owns you
q_CinemaSampleKB	1	Yup, that's true
q_CinemaSampleKB	1	I adore you
q_CinemaSampleKB	1	Say something ridiculous
q_CinemaSampleKB	1	What are you doing
q_CinemaSampleKB	1	Are you a guy
q_CinemaSampleKB	1	What do you think of me
q_CinemaSampleKB	1	I want you to like me
q_CinemaSampleKB	1	You are so bad at this
q_CinemaSampleKB	1	You're really boring
q_CinemaSampleKB	1	You're smart
q_CinemaSampleKB	1	Good morning
q_CinemaSampleKB	1	Do you have a dad
q_CinemaSampleKB	1	How was your day
q_CinemaSampleKB	1	You seem really happy
q_CinemaSampleKB	1	What's the name of your boss
q_CinemaSampleKB	1	What country are you from
q_CinemaSampleKB	1	So sorry
q_CinemaSampleKB	1	I love New York
q_CinemaSampleKB	1	Can you say anything else
q_CinemaSampleKB	1	I wish I weren't so alone
q_CinemaSampleKB	1	What happens once I've booked
q_CinemaSampleKB	1	You're not making sense
q_CinemaSampleKB	1	Joke's on you
q_CinemaSampleKB	1	I hate you
q_CinemaSampleKB	1	What is love
q_CinemaSampleKB	1	Who's your favorite team
q_CinemaSampleKB	1	Hold on a sec
q_CinemaSampleKB	1	Talk with me
q_CinemaSampleKB	1	ROFL
q_CinemaSampleKB	1	Everything you told me was false
q_CinemaSampleKB	1	You're hilarious
q_CinemaSampleKB	1	That wasn't funny
q_CinemaSampleKB	1	You are funny :)
q_CinemaSampleKB	1	How's your day
q_CinemaSampleKB	1	Talk to me
q_CinemaSampleKB	1	How high can you jump
q_CinemaSampleKB	1	Hi Siri
q_CinemaSampleKB	1	Happy Halloween!
q_CinemaSampleKB	1	Chat with me
q_CinemaSampleKB	1	Do you have a mom
q_CinemaSampleKB	1	Are you my assistant
q_CinemaSampleKB	1	What's your purpose
q_CinemaSampleKB	1	Are you available
q_CinemaSampleKB	1	Later
q_CinemaSampleKB	1	Can't you change your answers
q_CinemaSampleKB	1	Do you dream
q_CinemaSampleKB	1	Having a good day
q_CinemaSampleKB	1	Do you ever sing
q_CinemaSampleKB	1	I like you
q_CinemaSampleKB	1	Where do you live
q_CinemaSampleKB	1	What are you
q_CinemaSampleKB	1	Will you be my best friend
q_CinemaSampleKB	1	No, that's not true
q_CinemaSampleKB	1	Are you around
q_CinemaSampleKB	1	How are you today
q_CinemaSampleKB	1	I'm full of sadness
q_CinemaSampleKB	1	I am doing that
q_CinemaSampleKB	1	Yes, that's true
q_CinemaSampleKB	1	Can we be friends
q_CinemaSampleKB	1	You honestly could not be more uninteresting
q_CinemaSampleKB	1	Do you sweat
q_CinemaSampleKB	1	How beautiful am i
q_CinemaSampleKB	1	I am tired
q_CinemaSampleKB	1	I hate everything about you
q_CinemaSampleKB	1	Who is your father
q_CinemaSampleKB	1	Are you straight
q_CinemaSampleKB	1	What's your favorite song
q_CinemaSampleKB	1	Here's a kiss for you
q_CinemaSampleKB	1	Are you Skynet
q_CinemaSampleKB	1	It's a pleasure to meet you
q_CinemaSampleKB	1	I'm so glad to meet you
q_CinemaSampleKB	1	You're wonderful
q_CinemaSampleKB	1	I'm not following
q_CinemaSampleKB	1	Do you like me
q_CinemaSampleKB	1	What's your favorite food
q_CinemaSampleKB	1	I think you're great
q_CinemaSampleKB	1	That was right
q_CinemaSampleKB	1	Do you get hungry
q_CinemaSampleKB	1	Are you in love with me
q_CinemaSampleKB	1	What state are you from
q_CinemaSampleKB	1	Are you bisexual
q_CinemaSampleKB	1	What's happening
q_CinemaSampleKB	1	Be quiet
q_CinemaSampleKB	1	Why can’t I book more than a week in advance
q_CinemaSampleKB	1	Where do you come from
q_CinemaSampleKB	1	Thnx
q_CinemaSampleKB	1	Are you engaged
q_CinemaSampleKB	1	Are you there
q_CinemaSampleKB	1	Kthx
q_CinemaSampleKB	1	Nice to meet you
q_CinemaSampleKB	1	You are awesome!
q_CinemaSampleKB	1	Tell me how much you love me
q_CinemaSampleKB	1	You're so cool
q_CinemaSampleKB	1	You suck
q_CinemaSampleKB	1	Omg sorry
q_CinemaSampleKB	1	What's your favorite movie
q_CinemaSampleKB	1	I think you hate me
q_CinemaSampleKB	1	I appreciate it
q_CinemaSampleKB	1	Hum a tune
q_CinemaSampleKB	1	Do you have a wife
q_CinemaSampleKB	1	Are you prettier than me
q_CinemaSampleKB	1	Give me a high five
q_CinemaSampleKB	1	I'm starving
q_CinemaSampleKB	1	Ha
q_CinemaSampleKB	1	I'm tired
q_CinemaSampleKB	1	Hello
q_CinemaSampleKB	1	Can we chat
q_CinemaSampleKB	1	Sounds good
q_CinemaSampleKB	1	Go away
q_CinemaSampleKB	1	That wasn't true
q_CinemaSampleKB	1	Do you have a brother
q_CinemaSampleKB	1	I want to spend the rest of my life with you
q_CinemaSampleKB	1	It's really nice to meet you
q_CinemaSampleKB	1	What did you do today
q_CinemaSampleKB	1	I'm in love with you
q_CinemaSampleKB	1	You're right.
q_CinemaSampleKB	1	Do you think I look good
q_CinemaSampleKB	1	Are you asexual
q_CinemaSampleKB	1	That's awesome
q_CinemaSampleKB	1	Are you a woman
q_CinemaSampleKB	1	That's not accurate
q_CinemaSampleKB	1	You're so smart
q_CinemaSampleKB	1	Look at how smart you are
q_CinemaSampleKB	1	What's my name
q_CinemaSampleKB	1	Who's your boss
q_CinemaSampleKB	1	Are you a robot
q_CinemaSampleKB	1	Do you know me
q_CinemaSampleKB	1	What do the different film classifications mean
q_CinemaSampleKB	1	I'm bored out of my mind
q_CinemaSampleKB	1	Do you know Cortana
q_CinemaSampleKB	1	What should I call you
q_CinemaSampleKB	1	Do I look okay
q_CinemaSampleKB	1	Can you sing a song
q_CinemaSampleKB	1	Which people made you
q_CinemaSampleKB	1	I want to be your friend.
q_CinemaSampleKB	1	Am I pretty
q_CinemaSampleKB	1	Are you friends with other bots
q_CinemaSampleKB	1	Should I get a new job
q_CinemaSampleKB	1	What do you mean
q_CinemaSampleKB	1	I'm so sleepy
q_CinemaSampleKB	1	You seem happy
q_CinemaSampleKB	1	What were you doing yesterday
q_CinemaSampleKB	1	You're no fun
q_CinemaSampleKB	1	Excuse moi
q_CinemaSampleKB	1	You must hate me
q_CinemaSampleKB	1	Will you be my wife
q_CinemaSampleKB	1	Are you married
q_CinemaSampleKB	1	Night
q_CinemaSampleKB	1	Evening
q_CinemaSampleKB	1	Are you old
q_CinemaSampleKB	1	Zip it!
q_CinemaSampleKB	1	Testing 1 2 3
q_CinemaSampleKB	1	Say something stupid
q_CinemaSampleKB	1	What makes you think so
q_CinemaSampleKB	1	Who is your creator
q_CinemaSampleKB	1	I'm giving you a pink slip
q_CinemaSampleKB	1	Can I have a hug
q_CinemaSampleKB	1	I beg your pardon
q_CinemaSampleKB	1	Not true
q_CinemaSampleKB	1	How do I look today
q_CinemaSampleKB	1	I miss you so much!
q_CinemaSampleKB	1	What's your mom's name
q_CinemaSampleKB	1	Ask me a question
q_CinemaSampleKB	1	Are you really happy
q_CinemaSampleKB	1	Say a silly thing
q_CinemaSampleKB	1	You face sucks
q_CinemaSampleKB	1	What do you want to know about me
q_CinemaSampleKB	1	What do you think about technology
q_CinemaSampleKB	1	Are you human
q_CinemaSampleKB	1	I'm just playing
q_CinemaSampleKB	1	Who created you
q_CinemaSampleKB	1	That's hilarious
q_CinemaSampleKB	1	I'm from there
q_CinemaSampleKB	1	That's right
q_CinemaSampleKB	1	I got a new haircut
q_CinemaSampleKB	1	Are you HAL
