Label	Weight	Text
q_CinemaSampleKB	1	Are you happy
q_CinemaSampleKB	1	What other bots do you know
q_CinemaSampleKB	1	Sing a tune
q_CinemaSampleKB	1	What is a Parent and Baby screening
q_CinemaSampleKB	1	Heya
q_CinemaSampleKB	1	That doesn't make sense
q_CinemaSampleKB	1	Do you like Cortana
q_CinemaSampleKB	1	Sry
q_CinemaSampleKB	1	What are you up to
q_CinemaSampleKB	1	Bye
q_CinemaSampleKB	1	How much more awesome can you get
q_CinemaSampleKB	1	Hi there!
q_CinemaSampleKB	1	I think you're dreamy
q_CinemaSampleKB	1	You seem happy
q_CinemaSampleKB	1	I don't get it
q_CinemaSampleKB	1	What color do you like
q_CinemaSampleKB	1	Can I rent space or a screen in the Light House Cinema for an event
q_CinemaSampleKB	1	You're dumb
q_CinemaSampleKB	1	I need a hug
q_CinemaSampleKB	1	What do you think about bots
q_CinemaSampleKB	1	Hahaha
q_CinemaSampleKB	1	What's your job
q_CinemaSampleKB	1	I am tall
q_CinemaSampleKB	1	What did you do today
q_CinemaSampleKB	1	Do you dream
q_CinemaSampleKB	1	Do you like apples
q_CinemaSampleKB	1	Say something ridiculous
q_CinemaSampleKB	1	Do you know other bots
q_CinemaSampleKB	1	Look at how smart you are
q_CinemaSampleKB	1	What is the answer to the universe
q_CinemaSampleKB	1	What's your favorite movie
q_CinemaSampleKB	1	Just kidding
q_CinemaSampleKB	1	Say something stupid
q_CinemaSampleKB	1	Nice to meet you
q_CinemaSampleKB	1	Say a silly thing
q_CinemaSampleKB	1	Ask me anything
q_CinemaSampleKB	1	What's the name of your boss
q_CinemaSampleKB	1	I think you hate me
q_CinemaSampleKB	1	Are you free
q_CinemaSampleKB	1	I can drive a car
q_CinemaSampleKB	1	What's happening
q_CinemaSampleKB	1	Hi Cortana
q_CinemaSampleKB	1	Who's your favorite team
q_CinemaSampleKB	1	Are you intelligent
q_CinemaSampleKB	1	How much do you love me
q_CinemaSampleKB	1	Omg sorry
q_CinemaSampleKB	1	I'm tired
q_CinemaSampleKB	1	How are you
q_CinemaSampleKB	1	ROFL
q_CinemaSampleKB	1	You're so happy
q_CinemaSampleKB	1	That was right
q_CinemaSampleKB	1	What is a club movie? / Can under 18s attend a Club movie
q_CinemaSampleKB	1	That's not true
q_CinemaSampleKB	1	That's inaccurate
q_CinemaSampleKB	1	Where are you from
q_CinemaSampleKB	1	Nobody likes me
q_CinemaSampleKB	1	Why is that
q_CinemaSampleKB	1	Till we meet again
q_CinemaSampleKB	1	What are you doing later
q_CinemaSampleKB	1	So sorry
q_CinemaSampleKB	1	Merry Christmas
q_CinemaSampleKB	1	Do you like computers
q_CinemaSampleKB	1	Do you know me
q_CinemaSampleKB	1	Are you trans
q_CinemaSampleKB	1	That was a joke
q_CinemaSampleKB	1	Good night
q_CinemaSampleKB	1	Do you have a name
q_CinemaSampleKB	1	I hate you
q_CinemaSampleKB	1	You're so basic
q_CinemaSampleKB	1	You seem really smart
q_CinemaSampleKB	1	Morning
q_CinemaSampleKB	1	You are my favorite
q_CinemaSampleKB	1	That wasn't funny
q_CinemaSampleKB	1	Are you a person
q_CinemaSampleKB	1	What do you go by
q_CinemaSampleKB	1	Can you say anything else
q_CinemaSampleKB	1	I'm feeling blue
q_CinemaSampleKB	1	I want to be your friend.
q_CinemaSampleKB	1	I'm full of sadness
q_CinemaSampleKB	1	Are you asexual
q_CinemaSampleKB	1	Are you real or fake
q_CinemaSampleKB	1	Haha
q_CinemaSampleKB	1	Tell me how much you love me
q_CinemaSampleKB	1	What is up
q_CinemaSampleKB	1	Why don't you ever stop talking
q_CinemaSampleKB	1	Have you ever sung a song
q_CinemaSampleKB	1	Hum a tune
q_CinemaSampleKB	1	How are things
q_CinemaSampleKB	1	You're so smart
q_CinemaSampleKB	1	Do you have sisters
q_CinemaSampleKB	1	Have you met Cortana
q_CinemaSampleKB	1	I love my family
q_CinemaSampleKB	1	Why do you hate me
q_CinemaSampleKB	1	Do you play games
q_CinemaSampleKB	1	Are seats allocated
q_CinemaSampleKB	1	Do you know who I am
q_CinemaSampleKB	1	How can you help me
q_CinemaSampleKB	1	How beautiful am i
q_CinemaSampleKB	1	Sing something
q_CinemaSampleKB	1	What are you doing
q_CinemaSampleKB	1	Thank you
q_CinemaSampleKB	1	I will be back
q_CinemaSampleKB	1	Can you read my mind
q_CinemaSampleKB	1	I'm in such a good mood
q_CinemaSampleKB	1	Do you and Cortana hang out
q_CinemaSampleKB	1	Do you get hungry
q_CinemaSampleKB	1	Am I a fool
q_CinemaSampleKB	1	Which baseball teams do you like
q_CinemaSampleKB	1	Do you think I should ask her out
q_CinemaSampleKB	1	Where is the nearest ATM
q_CinemaSampleKB	1	There's nothing to do
q_CinemaSampleKB	1	Are you in love with me
q_CinemaSampleKB	1	How was your day
q_CinemaSampleKB	1	I'm afraid I'm gonna have to let you go.
q_CinemaSampleKB	1	I'm pissed
q_CinemaSampleKB	1	You could not be more boring
q_CinemaSampleKB	1	Do you sweat
q_CinemaSampleKB	1	I'm ready for bed
q_CinemaSampleKB	1	I miss you so much!
q_CinemaSampleKB	1	Do you like my hat
q_CinemaSampleKB	1	Do I look good in blue
q_CinemaSampleKB	1	I'm just kidding around
q_CinemaSampleKB	1	Good morning
q_CinemaSampleKB	1	Which one of us is more beautiful
q_CinemaSampleKB	1	That's right
q_CinemaSampleKB	1	You're so cool
q_CinemaSampleKB	1	I'm chewing gum right now
q_CinemaSampleKB	1	Do you have brothers
q_CinemaSampleKB	1	Tell me another joke.
q_CinemaSampleKB	1	Excuse moi
q_CinemaSampleKB	1	I'm sad today
q_CinemaSampleKB	1	Do you serve alcohol
q_CinemaSampleKB	1	What kind of food do you like
q_CinemaSampleKB	1	Thanks
q_CinemaSampleKB	1	Are you a fan of Alexa
q_CinemaSampleKB	1	Why do you say the same thing all the time
q_CinemaSampleKB	1	You don't interest me at all
q_CinemaSampleKB	1	You are fired
q_CinemaSampleKB	1	I want to marry you.
q_CinemaSampleKB	1	How's your day
q_CinemaSampleKB	1	Aren't you awesome
